beds,pages,pages-href,properties links,properties links-href,price,bedrooms,bathrooms,square footage,year,parking spaces,address,subdivision,postal code,type,condo fee,floor,Page id,Page id-href
,Link 104,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=256000&maximum_price=258000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434561-36-840-156-st-nw-edmonton-alberta/,"$257,900",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,001",<strong>Year Built</strong><span>2008,<strong>Parking Spaces</strong><span>1,# 36 840 156 St Nw,SOUTH TERWILLEGAR,T6R 0S2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$168,null,,
,Link 104,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=256000&maximum_price=258000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3426531-12123-82-st-edmonton-alberta/,"$256,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,295",<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>2,12123 82 St,EASTWOOD,T5B 2W8,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 104,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=256000&maximum_price=258000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3432494-119-16823-84-st-edmonton-alberta/,"$258,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,155",<strong>Year Built</strong><span>2002,<strong>Parking Spaces</strong><span>2,# 119 16823 84 St,Klarvatten,T5Z 3S4,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$220,null,,
,Link 104,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=256000&maximum_price=258000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3434556-214-320-ambleside-li-sw-edmonton-alberta/,"$256,900",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>858,<strong>Year Built</strong><span>2015,<strong>Parking Spaces</strong><span>1,# 214 320 Ambleside Li Sw,Ambleside,T6W 2Z9,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$269,2nd,,
,Link 104,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=256000&maximum_price=258000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3430229-110-279-suder-greens-dr-edmonton-alberta/,"$257,900",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,065",<strong>Year Built</strong><span>2004,<strong>Parking Spaces</strong><span>1,# 110 279 Suder Greens Dr,BRECKENRIDGE GREENS,T5T 6X6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$389,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3418554-202-12618-152-av-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,197",<strong>Year Built</strong><span>1999,<strong>Parking Spaces</strong><span>2,# 202 12618 152 Av,BARANOW,T5X 6B2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$452,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427359-305-2584-anderson-wy-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>820,<strong>Year Built</strong><span>2011,<strong>Parking Spaces</strong><span>1,# 305 2584 Anderson Wy,AMBLESIDE,T6W 0R2,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$339,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3426124-115-8931-156-st-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>2,1,<strong>Square Footage</strong><span>829,<strong>Year Built</strong><span>2007,null,# 115 8931 156 St,JASPER PARK,T5R 1Y6,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$305,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427945-319-530-watt-bv-sw-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>973,<strong>Year Built</strong><span>2013,<strong>Parking Spaces</strong><span>1,# 319 530 Watt Bv Sw,Walker,T6X 1P7,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3427944-10556-beaumaris-rd-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,137",<strong>Year Built</strong><span>1980,null,10556 Beaumaris Rd,BEAUMARIS,T5X 5A2,<strong>Type</strong><span>Single Family,null,null,,
,Link 105,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=258000&maximum_price=260000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3426866-11730-129-av-edmonton-alberta/,"$259,900",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,270",<strong>Year Built</strong><span>1925,null,11730 129 Av,CALDER,T5E 0M8,<strong>Type</strong><span>Single Family,null,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3424495-10915-154-st-nw-edmonton-alberta/,"$260,000",null,0,null,null,null,10915 154 St Nw,High Park,T5P 2J8,<strong>Type</strong><span>Single Family,null,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3409491-202-11511-27-av-edmonton-alberta/,"$260,900",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>861,<strong>Year Built</strong><span>2003,null,# 202 11511 27 Av,BLUE QUILL,T6J 7J8,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$375,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3431654-14-18004-89-st-edmonton-alberta/,"$260,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,198",<strong>Year Built</strong><span>2009,null,# 14 18004 89 St,KLARVATTEN,T5Z 0E7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$225,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3398099-202-11425-105-av-edmonton-alberta/,"$261,100",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>872,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>1,# 202 11425 105 Av,QUEEN MARY PARK,T5H 3Y3,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$398,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3435693-518-10235-112-st-edmonton-alberta/,"$260,000",<strong>Bedrooms</strong><span>1,1,<strong>Square Footage</strong><span>689,<strong>Year Built</strong><span>2007,<strong>Parking Spaces</strong><span>1,# 518 10235 112 St,OLIVER,T5K 1M7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$387,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3397913-edmonton-alberta/,"$260,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,046",<strong>Year Built</strong><span>1992,null,N/A,Minchau,T6L 6L1,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3398013-2-3408-37-st-edmonton-alberta/,"$260,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,046",<strong>Year Built</strong><span>1992,null,# 2 3408 37 St,Minchau,T6L 6L1,<strong>Type</strong><span>Condo / Townhouse,null,null,,
,Link 106,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=260000&maximum_price=262000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3431494-1064-armitage-cr-sw-edmonton-alberta/,"$260,000",null,0,null,null,null,1064 Armitage Cr Sw,AMBLESIDE,T6W 0K3,<strong>Type</strong><span>Single Family,null,null,,
,Link 107,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=262000&maximum_price=264000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3436531-402-14604-125-st-edmonton-alberta/,"$262,000",<strong>Bedrooms</strong><span>2,2,<strong>Square Footage</strong><span>969,<strong>Year Built</strong><span>2009,<strong>Parking Spaces</strong><span>2,# 402 14604 125 St,BARANOW,T5X 0B4,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$306,null,,
,Link 107,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=262000&maximum_price=264000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3429451-7529-188-st-nw-edmonton-alberta/,"$262,000",<strong>Bedrooms</strong><span>3,2,"<strong>Square Footage</strong><span>1,270",<strong>Year Built</strong><span>1991,<strong>Parking Spaces</strong><span>2,7529 188 St Nw,LYMBURN,T5T 5W9,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$367,null,,
,Link 107,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=262000&maximum_price=264000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3428500-430-2903-rabbit-hill-rd-edmonton-alberta/,"$263,000",<strong>Bedrooms</strong><span>2,2,"<strong>Square Footage</strong><span>1,055",<strong>Year Built</strong><span>2000,null,# 430 2903 Rabbit Hill Rd,HODGSON,T6R 3A3,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$355,null,,
,Link 107,https://www.edmontonrealestate.pro/idx/search.html?refine=true&sortorder=DESC-ListingPrice&map%5Blongitude%5D=0&map%5Blatitude%5D=0&map%5Bzoom%5D=0&map%5Bpolygon%5D=&map%5Bradius%5D=&search_city%5B%5D=Edmonton&search_subdivision=&search_zip=&search_mls=&search_address=&search_condoname=&idx=ereb&minimum_price=262000&maximum_price=264000&minimum_bedrooms=&minimum_bathrooms=&minimum_bathrooms_half=&minimum_bathrooms_full=&minimum_sqft=&maximum_sqft=&minimum_year=&maximum_year=&school_elementary=&school_middle=&school_high=,,https://www.edmontonrealestate.pro/listing/e3410029-101-7021-south-terwillegar-dr-edmonton-alberta/,"$263,900",<strong>Bedrooms</strong><span>1,2,<strong>Square Footage</strong><span>817,<strong>Year Built</strong><span>2015,null,# 101 7021 South Terwillegar Dr,South Terwillegar,T6R 3V7,<strong>Type</strong><span>Condo / Townhouse,<strong>Condo Fee</strong><span>$261,null,,
