NAME,LATITUDE,LONGITUDE,LOCATION
Gallagher Park,53.5359974876658,-113.47257519267,"(53.5359974876658, -113.47257519267)"
Beverly Heights Park Tot Lot,53.5609413523827,-113.400918388687,"(53.5609413523827, -113.400918388687)"
Bonnie Doon Park,53.5273816844885,-113.471051537084,"(53.5273816844885, -113.471051537084)"
Beverly Heights Park Tot Lot,53.5609030229707,-113.400919558818,"(53.5609030229707, -113.400919558818)"
Gallagher Park,53.5358586860037,-113.472244650067,"(53.5358586860037, -113.472244650067)"
Belvedere School/Park,53.5941559606066,-113.43500120349,"(53.5941559606066, -113.43500120349)"
Balwin Park,53.5871380059577,-113.456134627621,"(53.5871380059577, -113.456134627621)"
Rutherford Sch,53.5225201852882,-113.468375491996,"(53.5225201852882, -113.468375491996)"
St. Francis,53.5884995364295,-113.443085602185,"(53.5884995364295, -113.443085602185)"
Ellerslie Campus,53.4267979964262,-113.442333680751,"(53.4267979964262, -113.442333680751)"
St. Gabriel School,53.5506101859745,-113.423469797998,"(53.5506101859745, -113.423469797998)"
Capilano School,53.5559170904073,-113.422271305814,"(53.5559170904073, -113.422271305814)"
Westbrook School,53.4754911532291,-113.540880408497,"(53.4754911532291, -113.540880408497)"
Floden Park,53.5637348789228,-113.40741977921,"(53.5637348789228, -113.40741977921)"
Floden Park,53.5637644622341,-113.407837563456,"(53.5637644622341, -113.407837563456)"
Aspen Gardens Community League,53.4749350427688,-113.54299167101,"(53.4749350427688, -113.54299167101)"
Robert Brett Park,53.5963713006481,-113.427778163424,"(53.5963713006481, -113.427778163424)"
Delwood School/Park,53.5965985211871,-113.457337775757,"(53.5965985211871, -113.457337775757)"
Ellerslie Elementary School,53.4257378775206,-113.442135413801,"(53.4257378775206, -113.442135413801)"
,53.4730582727237,-113.636627944933,"(53.4730582727237, -113.636627944933)"
Nor'wester Athletic Association Playground,53.4257952154664,-113.409596005173,"(53.4257952154664, -113.409596005173)"
,53.4732421125216,-113.636262459924,"(53.4732421125216, -113.636262459924)"
St. Elizabeth Seton School/Park,53.5944668765015,-113.396909235357,"(53.5944668765015, -113.396909235357)"
St. Williams Park,53.5968350105531,-113.432954879235,"(53.5968350105531, -113.432954879235)"
,53.4295932737459,-113.431492089497,"(53.4295932737459, -113.431492089497)"
St. Benedict School,53.5260261761044,-113.634670418913,"(53.5260261761044, -113.634670418913)"
Blackmud Park,53.4200060497698,-113.512876517515,"(53.4200060497698, -113.512876517515)"
Duggan Community League Playground,53.4733001621248,-113.506320993876,"(53.4733001621248, -113.506320993876)"
St. Vladimir,53.5925818110262,-113.457678683529,"(53.5925818110262, -113.457678683529)"
